user_id,user_age,user_tier,cart_value,category,coupon_type,discount_amt,loyalty_pts_used,used_offer,final_price,purchased
U00114,18,Free,4270.0,Home,bank_offer,999.0,0,1,3271.0,True
U00115,52,Free,2830.0,Home,store_coupon,509.0,50,1,2271.0,False
U00116,54,Silver,2230.0,Electronics,none,0.0,150,0,2080.0,True
U00117,31,Silver,2040.0,Grocery,bank_offer,308.0,0,1,1732.0,False
U00118,20,Silver,3050.0,Electronics,store_coupon,389.0,150,1,2511.0,True
U00119,18,Free,1560.0,Fashion,none,0.0,0,0,1560.0,False
U00120,22,Gold,3720.0,Home,loyalty_discount,764.0,500,1,2456.0,True
U00121,43,Free,1780.0,Grocery,none,0.0,50,0,1730.0,False
U00122,31,Free,2010.0,Home,none,0.0,0,0,2010.0,False
U00123,56,Gold,1830.0,Electronics,store_coupon,299.0,400,1,1131.0,True
U00124,44,Free,2840.0,Electronics,store_coupon,620.0,50,1,2170.0,False
U00125,26,Silver,1800.0,Electronics,store_coupon,179.0,50,0,1571.0,False
U00126,32,Free,2130.0,Home,bank_offer,433.0,0,1,1697.0,True
U00127,32,Free,1110.0,Grocery,loyalty_discount,147.0,50,1,913.0,False
U00128,43,Gold,1670.0,Grocery,none,0.0,300,0,1370.0,False
U00129,59,Free,2750.0,Fashion,none,0.0,0,0,2750.0,False
U00130,30,Silver,1290.0,Home,loyalty_discount,306.0,0,1,984.0,True
U00131,49,Free,1790.0,Fashion,none,0.0,50,0,1740.0,False
U00132,56,Silver,1780.0,Fashion,store_coupon,188.0,150,1,1442.0,True
U00133,49,Free,1430.0,Fashion,none,0.0,0,0,1430.0,True
U00134,21,Free,2720.0,Fashion,loyalty_discount,291.0,0,1,2429.0,True
U00135,47,Free,2200.0,Electronics,bank_offer,182.0,0,0,2018.0,True
U00136,54,Free,2590.0,Fashion,bank_offer,313.0,0,1,2277.0,True
U00137,40,Gold,2750.0,Grocery,loyalty_discount,397.0,200,1,2153.0,True
U00138,56,Free,1830.0,Fashion,none,0.0,50,0,1780.0,False
U00139,32,Free,3390.0,Electronics,none,0.0,0,0,3390.0,False
U00140,60,Free,1110.0,Beauty,bank_offer,229.0,0,1,881.0,False
U00141,46,Free,1700.0,Beauty,none,0.0,0,0,1700.0,False
U00142,53,Silver,1920.0,Beauty,bank_offer,448.0,150,1,1322.0,True
U00143,30,Gold,900.0,Home,loyalty_discount,104.0,400,1,396.0,True
U00144,49,Free,3180.0,Grocery,loyalty_discount,708.0,50,1,2422.0,True
U00145,24,Silver,1280.0,Electronics,none,0.0,100,0,1180.0,False
U00146,39,Free,1860.0,Beauty,store_coupon,281.0,50,1,1529.0,True
U00147,45,Free,2450.0,Electronics,store_coupon,305.0,0,1,2145.0,True
U00148,19,Silver,4570.0,Electronics,bank_offer,582.0,100,1,3888.0,True
U00149,59,Free,930.0,Home,loyalty_discount,162.0,0,1,768.0,True
U00150,23,Silver,2300.0,Beauty,bank_offer,434.0,100,1,1766.0,True
U00151,45,Silver,1620.0,Fashion,loyalty_discount,363.0,0,1,1257.0,False
U00152,45,Free,2340.0,Electronics,bank_offer,383.0,0,1,1957.0,True
U00153,37,Gold,2630.0,Beauty,bank_offer,246.0,100,0,2284.0,False
U00154,47,Silver,2140.0,Electronics,bank_offer,531.0,100,1,1509.0,True
U00155,28,Free,1870.0,Home,none,0.0,0,0,1870.0,False
U00156,45,Silver,1180.0,Home,store_coupon,147.0,150,1,883.0,False
U00157,42,Free,1220.0,Fashion,loyalty_discount,297.0,0,1,923.0,True
U00158,56,Gold,2500.0,Home,bank_offer,604.0,200,1,1696.0,True
U00159,50,Silver,1280.0,Beauty,store_coupon,84.0,0,0,1196.0,False
U00160,18,Free,2140.0,Home,bank_offer,115.0,50,0,1975.0,False
U00161,44,Free,3040.0,Fashion,bank_offer,179.0,0,0,2861.0,False
U00162,30,Silver,1080.0,Grocery,loyalty_discount,202.0,50,1,828.0,True
U00163,58,Free,3050.0,Electronics,none,0.0,0,0,3050.0,False
U00164,20,Free,3010.0,Electronics,bank_offer,586.0,0,1,2424.0,True
U00165,56,Free,2070.0,Beauty,loyalty_discount,364.0,0,1,1706.0,True
U00166,23,Free,1410.0,Fashion,none,0.0,0,0,1410.0,False
U00167,25,Free,2240.0,Fashion,none,0.0,50,0,2190.0,False
U00168,44,Free,1680.0,Fashion,store_coupon,396.0,0,1,1284.0,True
U00169,26,Free,1360.0,Electronics,store_coupon,316.0,0,1,1044.0,True
U00170,54,Silver,1910.0,Home,bank_offer,188.0,100,0,1622.0,False
U00171,50,Free,1270.0,Electronics,store_coupon,106.0,0,0,1164.0,False
U00172,59,Free,1130.0,Electronics,loyalty_discount,141.0,50,1,939.0,True
U00173,41,Free,1450.0,Electronics,loyalty_discount,87.0,0,0,1363.0,True
U00174,32,Free,910.0,Home,store_coupon,75.0,0,0,835.0,False
U00175,49,Free,2920.0,Grocery,loyalty_discount,368.0,0,1,2552.0,True
U00176,49,Free,2220.0,Beauty,loyalty_discount,217.0,0,0,2003.0,False
U00177,41,Free,1280.0,Grocery,bank_offer,253.0,0,1,1027.0,False
U00178,58,Silver,1470.0,Grocery,bank_offer,340.0,100,1,1030.0,True
U00179,29,Silver,2450.0,Electronics,loyalty_discount,568.0,150,1,1732.0,False
U00180,56,Silver,3010.0,Grocery,store_coupon,514.0,50,1,2446.0,True
U00181,19,Silver,1890.0,Electronics,loyalty_discount,360.0,100,1,1430.0,False
U00182,20,Silver,1630.0,Electronics,none,0.0,150,0,1480.0,True
U00183,54,Free,940.0,Beauty,none,0.0,0,0,940.0,False
U00184,34,Silver,1590.0,Fashion,none,0.0,150,0,1440.0,False
U00185,19,Free,1150.0,Electronics,bank_offer,138.0,0,1,1012.0,False
U00186,19,Silver,1130.0,Grocery,store_coupon,58.0,50,0,1022.0,False
U00187,45,Silver,2960.0,Beauty,loyalty_discount,488.0,50,1,2422.0,False
U00188,40,Free,1730.0,Grocery,store_coupon,155.0,0,0,1575.0,False
U00189,54,Free,1910.0,Fashion,store_coupon,434.0,0,1,1476.0,True
U00190,49,Free,2130.0,Home,store_coupon,504.0,0,1,1626.0,True
U00191,50,Silver,1680.0,Fashion,none,0.0,150,0,1530.0,True
U00192,18,Silver,1860.0,Beauty,loyalty_discount,104.0,100,0,1656.0,False
U00193,36,Silver,1820.0,Fashion,bank_offer,92.0,0,0,1728.0,False
U00194,19,Free,1520.0,Fashion,store_coupon,354.0,50,1,1116.0,False
U00195,43,Silver,2020.0,Beauty,store_coupon,162.0,100,0,1758.0,False
U00196,49,Free,1750.0,Beauty,none,0.0,0,0,1750.0,False
U00197,23,Silver,1870.0,Grocery,none,0.0,0,0,1870.0,False
U00198,49,Free,1810.0,Electronics,loyalty_discount,226.0,0,1,1584.0,False
U00199,21,Free,3950.0,Home,bank_offer,818.0,50,1,3082.0,True
U00200,28,Free,2690.0,Home,bank_offer,353.0,50,1,2287.0,True
U00201,34,Silver,2470.0,Home,none,0.0,100,0,2370.0,True
U00202,55,Gold,2180.0,Fashion,loyalty_discount,409.0,400,1,1371.0,True
U00203,41,Free,2140.0,Beauty,store_coupon,328.0,50,1,1762.0,True
U00204,22,Free,1620.0,Beauty,loyalty_discount,320.0,0,1,1300.0,True
U00205,51,Gold,2830.0,Beauty,bank_offer,639.0,100,1,2091.0,True
U00206,23,Free,2060.0,Electronics,none,0.0,0,0,2060.0,False
U00207,39,Silver,2280.0,Beauty,store_coupon,429.0,150,1,1701.0,False
U00208,28,Free,1610.0,Beauty,store_coupon,306.0,0,1,1304.0,True
U00209,33,Free,1280.0,Fashion,bank_offer,105.0,0,0,1175.0,True
U00210,50,Silver,2850.0,Grocery,store_coupon,684.0,0,1,2166.0,True
U00211,26,Silver,1900.0,Home,loyalty_discount,173.0,0,0,1727.0,False
U00212,23,Free,1490.0,Fashion,bank_offer,178.0,50,1,1262.0,True
U00213,33,Free,2070.0,Fashion,bank_offer,318.0,0,1,1752.0,True
U00214,46,Silver,1730.0,Fashion,store_coupon,130.0,100,0,1500.0,False
U00215,20,Free,3360.0,Home,bank_offer,567.0,50,1,2743.0,True
U00216,37,Silver,1570.0,Fashion,none,0.0,150,0,1420.0,False
U00217,53,Free,2160.0,Grocery,loyalty_discount,507.0,0,1,1653.0,True
U00218,36,Free,2790.0,Beauty,bank_offer,635.0,0,1,2155.0,False
U00219,43,Gold,2350.0,Grocery,none,0.0,100,0,2250.0,False
U00220,20,Silver,2250.0,Beauty,store_coupon,315.0,50,1,1885.0,True
U00221,36,Free,1480.0,Beauty,bank_offer,104.0,0,0,1376.0,False
U00222,37,Silver,1890.0,Fashion,none,0.0,100,0,1790.0,False
U00223,49,Free,2170.0,Fashion,store_coupon,273.0,0,1,1897.0,False
U00224,24,Free,1930.0,Home,none,0.0,0,0,1930.0,False
U00225,58,Gold,3270.0,Electronics,store_coupon,814.0,500,1,1956.0,True
U00226,50,Silver,1690.0,Grocery,loyalty_discount,310.0,150,1,1230.0,True
U00227,57,Silver,1830.0,Home,bank_offer,119.0,0,0,1711.0,False
U00228,56,Free,5000.0,Home,loyalty_discount,1051.0,0,1,3949.0,True
U00229,35,Free,2520.0,Grocery,loyalty_discount,504.0,0,1,2016.0,True
U00230,57,Free,1230.0,Grocery,bank_offer,160.0,0,1,1070.0,True
U00231,18,Free,2210.0,Beauty,loyalty_discount,165.0,0,0,2045.0,False
U00232,28,Silver,2480.0,Electronics,loyalty_discount,371.0,100,1,2009.0,False
U00233,45,Free,1310.0,Fashion,none,0.0,0,0,1310.0,False
U00234,42,Silver,1600.0,Electronics,store_coupon,104.0,100,0,1396.0,False
U00235,40,Free,1120.0,Electronics,loyalty_discount,93.0,0,0,1027.0,False
U00236,48,Free,2030.0,Fashion,bank_offer,353.0,0,1,1677.0,True
U00237,47,Free,950.0,Electronics,none,0.0,0,0,950.0,False
U00238,59,Free,1320.0,Home,store_coupon,305.0,0,1,1015.0,True
U00239,52,Free,1040.0,Home,loyalty_discount,221.0,0,1,819.0,False
U00240,24,Gold,2060.0,Fashion,loyalty_discount,482.0,500,1,1078.0,True
U00241,33,Free,1580.0,Fashion,bank_offer,226.0,0,1,1354.0,True
U00242,43,Gold,2120.0,Grocery,loyalty_discount,440.0,400,1,1280.0,True
U00243,19,Free,870.0,Grocery,bank_offer,52.0,0,0,818.0,False
U00244,18,Gold,1320.0,Electronics,loyalty_discount,144.0,500,1,676.0,True
U00245,29,Free,2480.0,Electronics,loyalty_discount,444.0,50,1,1986.0,True
U00246,22,Gold,1140.0,Fashion,bank_offer,231.0,100,1,809.0,True
U00247,54,Free,2720.0,Electronics,store_coupon,446.0,0,1,2274.0,False
U00248,49,Silver,1700.0,Beauty,none,0.0,100,0,1600.0,False
U00249,26,Gold,1290.0,Home,bank_offer,125.0,400,0,765.0,True
U00250,58,Free,1330.0,Electronics,store_coupon,113.0,0,0,1217.0,False
U00251,52,Free,1970.0,Electronics,store_coupon,443.0,50,1,1477.0,True
U00252,36,Free,4350.0,Grocery,bank_offer,341.0,50,0,3959.0,True
U00253,33,Gold,5000.0,Beauty,none,0.0,400,0,4600.0,True
U00254,20,Free,1060.0,Electronics,bank_offer,241.0,0,1,819.0,True
U00255,37,Free,2370.0,Home,loyalty_discount,189.0,50,0,2131.0,False
U00256,41,Free,3520.0,Electronics,loyalty_discount,266.0,0,0,3254.0,True
U00257,50,Free,1100.0,Fashion,store_coupon,207.0,0,1,893.0,False
U00258,41,Silver,1410.0,Beauty,loyalty_discount,164.0,50,1,1196.0,False
U00259,28,Free,2030.0,Electronics,none,0.0,0,0,2030.0,True
U00260,25,Silver,1840.0,Beauty,bank_offer,322.0,100,1,1418.0,False
U00261,53,Gold,1040.0,Electronics,none,0.0,500,0,540.0,False
U00262,55,Free,2440.0,Home,store_coupon,512.0,0,1,1928.0,False
U00263,57,Silver,2150.0,Home,loyalty_discount,524.0,0,1,1626.0,False
U00264,37,Free,2630.0,Beauty,loyalty_discount,622.0,50,1,1958.0,True
U00265,52,Silver,2240.0,Grocery,bank_offer,356.0,150,1,1734.0,False
U00266,42,Free,2230.0,Grocery,none,0.0,50,0,2180.0,True
U00267,52,Silver,1830.0,Fashion,none,0.0,150,0,1680.0,False
U00268,42,Free,2930.0,Grocery,bank_offer,340.0,50,1,2540.0,False
U00269,46,Free,1060.0,Beauty,loyalty_discount,147.0,0,1,913.0,True
U00270,35,Free,1170.0,Grocery,store_coupon,62.0,0,0,1108.0,False
U00271,35,Free,2800.0,Fashion,store_coupon,171.0,0,0,2629.0,False
U00272,19,Silver,1610.0,Electronics,bank_offer,329.0,100,1,1181.0,True
U00273,52,Free,1260.0,Grocery,bank_offer,147.0,0,1,1113.0,True
U00274,33,Silver,2530.0,Beauty,bank_offer,528.0,0,1,2002.0,True
U00275,58,Free,2370.0,Beauty,none,0.0,0,0,2370.0,True
U00276,53,Silver,820.0,Fashion,loyalty_discount,173.0,150,1,497.0,True
U00277,50,Free,2380.0,Fashion,loyalty_discount,435.0,0,1,1945.0,False
U00278,21,Free,1400.0,Home,bank_offer,126.0,50,0,1224.0,False
U00279,50,Free,2200.0,Home,store_coupon,307.0,0,1,1893.0,True
U00280,31,Silver,1750.0,Home,none,0.0,150,0,1600.0,False
U00281,38,Free,2310.0,Electronics,bank_offer,268.0,0,1,2042.0,True
U00282,37,Silver,1800.0,Beauty,none,0.0,100,0,1700.0,False
U00283,25,Silver,1100.0,Home,bank_offer,174.0,100,1,826.0,True
U00284,24,Free,950.0,Beauty,none,0.0,0,0,950.0,False
U00285,20,Silver,1060.0,Fashion,store_coupon,179.0,150,1,731.0,True
U00286,34,Free,1160.0,Electronics,store_coupon,121.0,0,1,1039.0,False
U00287,50,Free,2150.0,Fashion,store_coupon,497.0,0,1,1653.0,True
U00288,29,Silver,2650.0,Beauty,store_coupon,315.0,50,1,2285.0,False
U00289,39,Silver,1600.0,Home,loyalty_discount,370.0,50,1,1180.0,True
U00290,39,Silver,1260.0,Fashion,loyalty_discount,133.0,50,1,1077.0,True
U00291,47,Free,1830.0,Grocery,none,0.0,0,0,1830.0,False
U00292,55,Free,820.0,Electronics,bank_offer,62.0,0,0,758.0,True
U00293,55,Free,2320.0,Beauty,loyalty_discount,477.0,0,1,1843.0,True
U00294,25,Silver,1760.0,Home,bank_offer,158.0,50,0,1552.0,False
U00295,44,Free,1860.0,Fashion,none,0.0,0,0,1860.0,False
U00296,44,Silver,1460.0,Electronics,bank_offer,205.0,150,1,1105.0,True
U00297,51,Free,1410.0,Home,store_coupon,97.0,0,0,1313.0,True
U00298,38,Free,930.0,Fashion,store_coupon,114.0,0,1,816.0,False
U00299,47,Free,2560.0,Beauty,loyalty_discount,527.0,0,1,2033.0,False
U00300,50,Free,1090.0,Grocery,none,0.0,0,0,1090.0,False
U00301,45,Free,1360.0,Grocery,loyalty_discount,238.0,0,1,1122.0,True
U00302,50,Silver,1240.0,Beauty,loyalty_discount,188.0,100,1,952.0,True
U00303,22,Silver,2520.0,Electronics,loyalty_discount,282.0,150,1,2088.0,False
U00304,36,Free,1430.0,Beauty,none,0.0,0,0,1430.0,False
U00305,21,Free,2660.0,Fashion,store_coupon,161.0,0,0,2499.0,False
U00306,52,Free,2280.0,Electronics,store_coupon,341.0,0,1,1939.0,True
U00307,34,Silver,1240.0,Grocery,loyalty_discount,188.0,150,1,902.0,True
U00308,45,Free,1740.0,Fashion,bank_offer,117.0,0,0,1623.0,False
U00309,47,Gold,920.0,Home,store_coupon,71.0,400,0,449.0,True
U00310,46,Free,2120.0,Home,store_coupon,280.0,50,1,1790.0,True
U00311,23,Free,1390.0,Home,none,0.0,0,0,1390.0,False
U00312,52,Gold,1190.0,Grocery,store_coupon,72.0,300,0,818.0,False
U00313,58,Free,1620.0,Beauty,store_coupon,85.0,50,0,1485.0,False
U00314,54,Free,1500.0,Electronics,loyalty_discount,133.0,0,0,1367.0,False
U00315,41,Free,2020.0,Grocery,loyalty_discount,298.0,0,1,1722.0,False
U00316,46,Free,3870.0,Fashion,none,0.0,0,0,3870.0,False
U00317,48,Free,3070.0,Fashion,none,0.0,0,0,3070.0,False
U00318,52,Silver,1120.0,Home,bank_offer,90.0,150,0,880.0,False
U00319,50,Silver,3340.0,Electronics,store_coupon,683.0,0,1,2657.0,True
U00320,38,Free,1840.0,Home,loyalty_discount,167.0,50,0,1623.0,False
U00321,49,Gold,650.0,Fashion,loyalty_discount,78.0,400,1,172.0,True
U00322,40,Free,1650.0,Fashion,store_coupon,241.0,50,1,1359.0,True
U00323,50,Free,970.0,Beauty,none,0.0,50,0,920.0,False
U00324,20,Free,1520.0,Beauty,loyalty_discount,83.0,50,0,1387.0,False
U00325,35,Free,3880.0,Beauty,none,0.0,0,0,3880.0,False
U00326,42,Free,1070.0,Home,loyalty_discount,115.0,50,1,905.0,True
U00327,59,Gold,1060.0,Electronics,loyalty_discount,82.0,300,0,678.0,False
U00328,48,Free,1740.0,Beauty,bank_offer,133.0,50,0,1557.0,True
U00329,20,Free,1300.0,Grocery,loyalty_discount,318.0,0,1,982.0,True
U00330,57,Free,1630.0,Beauty,store_coupon,122.0,0,0,1508.0,True
U00331,41,Silver,1890.0,Home,store_coupon,225.0,100,1,1565.0,False
U00332,49,Silver,1000.0,Electronics,store_coupon,64.0,0,0,936.0,False
U00333,39,Free,1980.0,Beauty,none,0.0,0,0,1980.0,True
U00334,40,Free,1330.0,Electronics,loyalty_discount,225.0,0,1,1105.0,True
U00335,19,Free,2780.0,Grocery,none,0.0,0,0,2780.0,False
U00336,44,Free,1270.0,Fashion,bank_offer,281.0,50,1,939.0,True
U00337,59,Free,1360.0,Electronics,loyalty_discount,224.0,50,1,1086.0,True
U00338,19,Free,1250.0,Beauty,store_coupon,301.0,50,1,899.0,False
U00339,43,Free,1530.0,Home,bank_offer,267.0,0,1,1263.0,True
U00340,34,Free,1020.0,Home,bank_offer,123.0,0,1,897.0,False
U00341,57,Free,2230.0,Home,loyalty_discount,128.0,50,0,2052.0,False
U00342,50,Gold,1460.0,Home,store_coupon,285.0,400,1,775.0,True
U00343,26,Gold,2500.0,Electronics,none,0.0,200,0,2300.0,False
U00344,60,Free,1850.0,Home,loyalty_discount,314.0,0,1,1536.0,False
U00345,56,Free,3590.0,Fashion,store_coupon,809.0,0,1,2781.0,True
U00346,46,Free,1630.0,Grocery,bank_offer,84.0,0,0,1546.0,False
U00347,59,Free,1570.0,Electronics,loyalty_discount,317.0,0,1,1253.0,True
U00348,43,Silver,2290.0,Electronics,bank_offer,314.0,50,1,1926.0,True
U00349,52,Free,790.0,Home,store_coupon,59.0,0,0,731.0,False
U00350,42,Silver,1490.0,Home,none,0.0,100,0,1390.0,False
U00351,41,Gold,1750.0,Electronics,none,0.0,300,0,1450.0,False
U00352,30,Free,2420.0,Home,bank_offer,529.0,0,1,1891.0,False
